timestamp,node_id,node_type,cpu_usage,memory_usage,throughput_mbps,latency_ms,is_anomaly
2025-09-03 21:12:22,node_02,switch,0.086,0.341,5.6,2.59,False
2025-09-03 21:22:22,node_02,switch,0.237,0.187,0.0,3.27,False
2025-09-03 21:32:22,node_02,switch,0.155,0.309,10.0,2.76,False
2025-09-03 21:42:22,node_02,switch,0.055,0.165,20.9,2.04,False
2025-09-03 21:52:22,node_02,switch,0.108,0.22,21.8,2.1,False
2025-09-03 22:02:22,node_02,switch,0.086,0.222,0.0,1.96,False
2025-09-03 22:12:22,node_02,switch,0.0,0.289,60.1,2.38,False
2025-09-03 22:22:22,node_02,switch,0.208,0.308,7.7,2.27,False
2025-09-03 22:32:22,node_02,switch,0.203,0.113,0.0,2.14,False
2025-09-03 22:42:22,node_02,switch,0.131,0.142,0.0,2.65,False
2025-09-03 22:52:22,node_02,switch,0.123,0.255,31.0,2.59,False
2025-09-03 23:02:22,node_02,switch,0.204,0.25,54.0,2.11,False
2025-09-03 23:12:22,node_02,switch,0.1,0.294,44.2,2.75,False
2025-09-03 23:22:22,node_02,switch,0.0,0.35,64.6,2.24,False
2025-09-03 23:32:22,node_02,switch,0.187,0.313,65.5,2.7,False
2025-09-03 23:42:22,node_02,switch,0.165,0.254,44.5,3.87,False
2025-09-03 23:52:22,node_02,switch,0.338,0.123,32.9,3.08,False
2025-09-04 00:02:22,node_02,switch,0.08,0.282,42.3,1.5,False
2025-09-04 00:12:22,node_02,switch,0.225,0.371,31.0,2.89,False
2025-09-04 00:22:22,node_02,switch,0.069,0.362,56.3,1.95,False
2025-09-04 00:32:22,node_02,switch,0.148,0.196,80.1,2.45,False
2025-09-04 00:42:22,node_02,switch,0.341,0.202,69.6,2.57,False
2025-09-04 00:52:22,node_02,switch,0.084,0.279,59.9,2.43,False
2025-09-04 01:02:22,node_02,switch,0.096,0.273,36.7,2.6,False
2025-09-04 01:12:22,node_02,switch,0.754,0.224,46.6,14.69,True
2025-09-04 01:22:22,node_02,switch,0.19,0.318,72.6,2.6,False
2025-09-04 01:32:22,node_02,switch,0.21,0.247,68.7,2.53,False
2025-09-04 01:42:22,node_02,switch,0.326,0.235,29.1,2.01,False
2025-09-04 01:52:22,node_02,switch,0.0,0.374,86.0,2.2,False
2025-09-04 02:02:22,node_02,switch,0.087,0.299,60.6,2.15,False
2025-09-04 02:12:22,node_02,switch,0.202,0.278,68.2,2.34,False
2025-09-04 02:22:22,node_02,switch,0.099,0.288,117.8,2.49,False
2025-09-04 02:32:22,node_02,switch,0.358,0.186,57.1,3.03,False
2025-09-04 02:42:22,node_02,switch,0.228,0.202,77.4,2.04,False
2025-09-04 02:52:22,node_02,switch,0.172,0.269,57.7,2.94,False
2025-09-04 03:02:22,node_02,switch,0.168,0.374,52.0,2.39,False
2025-09-04 03:12:22,node_02,switch,0.081,0.201,69.4,2.85,False
2025-09-04 03:22:22,node_02,switch,0.259,0.313,39.2,2.27,False
